Busco_id	Status	Sequence	Gene_Start	Gene_End	Strand	Score	Length	OrthoDBurl	Description
197at8782	Complete	ScYP8k3866HRSCAF1020ch3	111769383	112002844	-	5351.0	2909	https://www.orthodb.org/v10?query=197at8782	fibrocystin
199at8782	Complete	ScYP8k3651HRSCAF793ch14	14057844	14133190	-	8571.4	3654
202at8782	Complete	ScYP8k3866HRSCAF1020ch3	44694434	44756335	-	6439.9	3223
206at8782	Complete	ScYP8k310HRSCAF43chZ	22601888	22725374	-	5962.2	3021	https://www.orthodb.org/v10?query=206at8782	sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1
209at8782	Complete	ScYP8k312HRSCAF54ch1A	61604823	61880040	+	6717.6	3025
217at8782	Complete	ScYP8k35HRSCAF18ch5	62482168	62513538	-	7334.1	4340	https://www.orthodb.org/v10?query=217at8782	golgin subfamily B member 1-like
222at8782	Complete	ScYP8k34HRSCAF13ch7	36644844	36722654	-	4196.8	2010	https://www.orthodb.org/v10?query=222at8782	ATP-binding cassette sub-family A member 12
230at8782	Complete	ScYP8k31HRSCAF1ch8	11100936	11154949	-	6226.6	3051
240at8782	Complete	ScYP8k3866HRSCAF1020ch3	3389585	3483635	-	6244.8	3137
247at8782	Complete	ScYP8k3651HRSCAF793ch14	15622711	15680624	+	6764.1	3092
253at8782	Complete	ScYP8k35HRSCAF18ch5	37602574	37693698	+	6605.0	3373
255at8782	Complete	ScYP8k3869HRSCAF1023ch11	1613983	1670400	-	5413.2	3167
282at8782	Complete	ScYP8k3629HRSCAF770ch2	132429596	132534198	-	5693.0	3240	https://www.orthodb.org/v10?query=282at8782	A-kinase anchor protein 9
288at8782	Complete	ScYP8k313HRSCAF58ch1	49598527	49632825	+	5084.9	2957
305at8782	Complete	ScYP8k369HRSCAF175ch24	6667576	6705944	+	5801.1	3099	https://www.orthodb.org/v10?query=305at8782	LOW QUALITY PROTEIN: histone-lysine N-methyltransferase 2A-like
319at8782	Complete	ScYP8k32HRSCAF3ch10	1474885	1521219	-	4699.6	2400
326at8782	Complete	ScYP8k310HRSCAF43chZ	39962767	40110219	-	5487.9	2749
327at8782	Complete	ScYP8k3866HRSCAF1020ch3	68401828	68519235	+	5368.3	2642
338at8782	Complete	ScYP8k35HRSCAF18ch5	50022455	50116743	-	4563.3	2934	https://www.orthodb.org/v10?query=338at8782	otogelin
342at8782	Complete	ScYP8k34HRSCAF13ch7	34189128	34308589	-	2461.3	1245
358at8782	Complete	ScYP8k311HRSCAF50ch4	9506646	9580402	+	5357.1	2648	https://www.orthodb.org/v10?query=358at8782	huntingtin
361at8782	Complete	ScYP8k312HRSCAF54ch1A	10598053	10719772	+	4403.6	2441	https://www.orthodb.org/v10?query=361at8782	von Willebrand factor
379at8782	Complete	ScYP8k36HRSCAF25ch19	7318280	7372008	-	5254.9	2467	https://www.orthodb.org/v10?query=379at8782	zinc finger ZZ-type and EF-hand domain-containing protein 1
386at8782	Complete	ScYP8k31HRSCAF1ch8	22899875	22929306	+	4869.8	2972
410at8782	Complete	ScYP8k34HRSCAF13ch7	37266512	37315484	+	4935.4	2536
412at8782	Complete	ScYP8k369HRSCAF175ch21	7760964	7826168	-	5055.5	2844
414at8782	Complete	ScYP8k310HRSCAF43chZ	17739170	17800310	+	5123.0	2566	https://www.orthodb.org/v10?query=414at8782	dmX-like protein 1
417at8782	Complete	ScYP8k369HRSCAF175ch25	2377816	2434453	+	5062.3	2593	https://www.orthodb.org/v10?query=417at8782	histone-lysine N-methyltransferase ASH1L
457at8782	Complete	ScYP8k310HRSCAF43chZ	63339803	63398767	+	4713.2	2663
458at8782	Complete	ScYP8k312HRSCAF54ch1A	28552736	28649193	-	4352.3	2509
461at8782	Complete	ScYP8k3629HRSCAF770ch2	8286088	8431858	-	4268.6	2239
471at8782	Complete	ScYP8k35HRSCAF18ch5	15387686	15488701	-	4571.2	2189	https://www.orthodb.org/v10?query=471at8782	protein unc-79 homolog
472at8782	Complete	ScYP8k31HRSCAF1ch8	31327562	31383720	+	4606.5	2626
475at8782	Complete	ScYP8k33HRSCAF8ch9	14959952	14997401	+	4418.6	2208
476at8782	Complete	ScYP8k32HRSCAF3ch10	13002675	13051840	-	4276.9	2505	https://www.orthodb.org/v10?query=476at8782	microtubule-associated protein 1A
485at8782	Complete	ScYP8k35HRSCAF18ch5	37889545	37934818	-	4710.3	2783	https://www.orthodb.org/v10?query=485at8782	MAX gene-associated protein
493at8782	Complete	ScYP8k313HRSCAF58ch1	111335833	111407915	+	5462.4	2387
494at8782	Complete	ScYP8k312HRSCAF54ch1A	19414682	19490832	+	4020.6	2172
498at8782	Complete	ScYP8k3629HRSCAF770ch2	24375490	24429926	-	4555.0	2253	https://www.orthodb.org/v10?query=498at8782	neural-cadherin-like
504at8782	Complete	ScYP8k3870HRSCAF1029ch12	15566890	15624816	+	3423.2	2039
508at8782	Complete	ScYP8k37HRSCAF29ch17	4280924	4304038	+	3842.3	2339
510at8782	Complete	ScYP8k312HRSCAF54ch1A	26879330	26942888	-	4664.3	2440
512at8782	Complete	ScYP8k3629HRSCAF770ch2	107210836	107249839	-	4250.1	2301
515at8782	Complete	ScYP8k310HRSCAF43chZ	72698068	72747522	-	4495.3	2129
518at8782	Complete	ScYP8k34HRSCAF13ch7	36771825	36822176	-	4131.3	2192
521at8782	Complete	ScYP8k3866HRSCAF1020ch3	79246791	79291232	-	4523.5	2251
522at8782	Complete	ScYP8k313HRSCAF58ch1	109730569	110007418	-	4680.8	2723
523at8782	Complete	ScYP8k3864HRSCAF1010ch15	3952842	3994085	-	4209.4	2288
528at8782	Complete	ScYP8k3866HRSCAF1020ch3	57633821	57689906	+	4040.4	2121	https://www.orthodb.org/v10?query=528at8782	cation-independent mannose-6-phosphate receptor
532at8782	Complete	ScYP8k3869HRSCAF1023ch11	11162947	11232593	-	4742.3	2396	https://www.orthodb.org/v10?query=532at8782	chromodomain-helicase-DNA-binding protein 9
541at8782	Complete	ScYP8k369HRSCAF175ch21	5496459	5558385	+	5212.6	2371	https://www.orthodb.org/v10?query=541at8782	serine/threonine-protein kinase mTOR
544at8782	Complete	ScYP8k3629HRSCAF770ch2	88397944	88436036	+	5698.6	2628	https://www.orthodb.org/v10?query=544at8782	desmoplakin
545at8782	Complete	ScYP8k38HRSCAF31ch18	101811	136285	+	4356.7	2200
558at8782	Complete	ScYP8k3629HRSCAF770ch2	38131454	38220669	-	5927.2	2815	https://www.orthodb.org/v10?query=558at8782	chromodomain-helicase-DNA-binding protein 7
576at8782	Complete	ScYP8k3865HRSCAF1011ch20	14345196	14434881	-	4252.6	2148
578at8782	Complete	ScYP8k36HRSCAF25ch19	4944752	4961837	+	5337.3	2203
579at8782	Complete	ScYP8k32HRSCAF3ch10	19937320	20081015	+	4106.6	2149
588at8782	Complete	ScYP8k35HRSCAF18ch5	33521551	33568602	+	4497.2	2216
591at8782	Complete	ScYP8k37HRSCAF29ch17	5751498	5789525	-	4966.2	2278	https://www.orthodb.org/v10?query=591at8782	spectrin alpha chain, non-erythrocytic 1 isoform X1
597at8782	Complete	ScYP8k37HRSCAF29ch17	10914744	10946282	+	3130.7	1528	https://www.orthodb.org/v10?query=597at8782	ATP-binding cassette sub-family A member 2
602at8782	Complete	ScYP8k35HRSCAF18ch5	25415618	25545545	+	4306.8	1939
605at8782	Complete	ScYP8k310HRSCAF43chZ	5407589	5447991	-	3704.6	1949
606at8782	Complete	ScYP8k3865HRSCAF1011ch20	7295027	7312523	+	4399.5	2232
618at8782	Complete	ScYP8k3869HRSCAF1023ch11	16129859	16189260	-	4473.2	2283
621at8782	Complete	ScYP8k32HRSCAF3ch10	12456352	12483213	+	3458.4	1992
622at8782	Complete	ScYP8k35HRSCAF18ch5	27495219	27540070	+	5522.2	2403
624at8782	Complete	ScYP8k312HRSCAF54ch1A	74284230	74317880	-	4701.9	2741
625at8782	Complete	ScYP8k3302HRSCAF431ch13	3500008	3553732	-	4052.7	2176
626at8782	Complete	ScYP8k3866HRSCAF1020ch3	80703349	80751087	-	4343.7	2146	https://www.orthodb.org/v10?query=626at8782	protein dopey-1 isoform X1
628at8782	Complete	ScYP8k35HRSCAF18ch5	46914711	46956670	+	3379.0	1803	https://www.orthodb.org/v10?query=628at8782	mucin-5B
635at8782	Complete	ScYP8k31HRSCAF1ch8	4726609	4775832	+	5016.5	2300
641at8782	Complete	ScYP8k3629HRSCAF770ch2	21316680	21397464	+	5454.7	2400	https://www.orthodb.org/v10?query=641at8782	E3 ubiquitin-protein ligase UBR5
643at8782	Complete	ScYP8k312HRSCAF54ch1A	59829011	59892080	+	4309.5	2109	https://www.orthodb.org/v10?query=643at8782	leucine-rich repeat serine/threonine-protein kinase 2
647at8782	Complete	ScYP8k369HRSCAF175ch24	4221483	4241849	-	3653.4	1837
648at8782	Complete	ScYP8k3869HRSCAF1023ch11	7548363	7597555	-	5159.7	2239
660at8782	Complete	ScYP8k310HRSCAF43chZ	40178739	40273769	+	3989.8	2414
663at8782	Complete	ScYP8k312HRSCAF54ch1A	54488208	54526503	+	3699.6	1744	https://www.orthodb.org/v10?query=663at8782	gamma-tubulin complex component 6
670at8782	Complete	ScYP8k312HRSCAF54ch1A	34682515	34807837	-	4229.1	2504	https://www.orthodb.org/v10?query=670at8782	phosphatidylinositol phosphatase PTPRQ
671at8782	Complete	ScYP8k3864HRSCAF1010ch15	8635877	8679140	-	4919.8	2519	https://www.orthodb.org/v10?query=671at8782	E1A-binding protein p400
674at8782	Complete	ScYP8k3864HRSCAF1010ch15	8978235	9082898	+	3580.5	1816
679at8782	Complete	ScYP8k3869HRSCAF1023ch11	4765760	4801341	+	3911.9	2123
687at8782	Complete	ScYP8k3866HRSCAF1020ch3	52434091	52457343	-	4622.9	2203
702at8782	Complete	ScYP8k35HRSCAF18ch5	53840732	53862188	-	2474.3	1654	https://www.orthodb.org/v10?query=702at8782	protein CASC5
704at8782	Complete	ScYP8k3866HRSCAF1020ch3	1155621	1237338	+	4741.6	2142
706at8782	Complete	ScYP8k3629HRSCAF770ch2	111661382	111710446	-	4516.5	2040
723at8782	Complete	ScYP8k3651HRSCAF793ch14	10907573	10944020	+	4507.4	2385
729at8782	Complete	ScYP8k313HRSCAF58ch1	117752275	117787205	-	4888.4	3329	https://www.orthodb.org/v10?query=729at8782	protein SON
730at8782	Complete	ScYP8k3866HRSCAF1020ch3	102916862	103082892	-	3819.2	1924	https://www.orthodb.org/v10?query=730at8782	neuroblastoma-amplified sequence
732at8782	Complete	ScYP8k369HRSCAF175ch24	4161002	4195007	-	3406.1	1643
737at8782	Complete	ScYP8k3864HRSCAF1010ch15	3340810	3372112	+	3707.5	1777
739at8782	Complete	ScYP8k3629HRSCAF770ch2	90259266	90330020	+	3743.0	1945
742at8782	Complete	ScYP8k311HRSCAF50ch4	57958815	58044873	+	4086.9	2050	https://www.orthodb.org/v10?query=742at8782	tyrosine-protein phosphatase non-receptor type 13
744at8782	Complete	ScYP8k39HRSCAF32ch6	30422282	30529149	-	3976.2	1990	https://www.orthodb.org/v10?query=744at8782	probable JmjC domain-containing histone demethylation protein 2C
747at8782	Complete	ScYP8k39HRSCAF32ch6	16311597	16423256	+	3755.3	1861	https://www.orthodb.org/v10?query=747at8782	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
750at8782	Complete	ScYP8k313HRSCAF58ch1	116653392	116687621	-	3616.7	1940
753at8782	Complete	ScYP8k3864HRSCAF1010ch15	10976584	11007120	-	3414.8	1953
760at8782	Complete	ScYP8k36HRSCAF25ch19	4471550	4484260	+	3565.4	1848
775at8782	Complete	ScYP8k310HRSCAF43chZ	43135051	43191886	+	3709.5	1884	https://www.orthodb.org/v10?query=775at8782	FRAS1-related extracellular matrix protein 1
781at8782	Complete	ScYP8k3629HRSCAF770ch2	136212272	136455898	+	3716.3	1870
785at8782	Complete	ScYP8k310HRSCAF43chZ	58214322	58242424	+	4212.9	2112
796at8782	Complete	ScYP8k314HRSCAF84ch4A	16536054	16560473	+	2980.8	1699	https://www.orthodb.org/v10?query=796at8782	coagulation factor VIII
800at8782	Complete	ScYP8k3870HRSCAF1029ch12	9732592	9768405	-	3915.1	1837	https://www.orthodb.org/v10?query=800at8782	plexin-B1
801at8782	Complete	ScYP8k3866HRSCAF1020ch3	65753851	65825044	+	3687.6	2039
802at8782	Complete	ScYP8k32HRSCAF3ch10	18580122	18593066	+	2557.4	1761	https://www.orthodb.org/v10?query=802at8782	chondroitin sulfate proteoglycan 4
805at8782	Complete	ScYP8k312HRSCAF54ch1A	38742002	38799849	+	3450.6	1732	https://www.orthodb.org/v10?query=805at8782	receptor-type tyrosine-protein phosphatase beta
816at8782	Complete	ScYP8k3864HRSCAF1010ch15	1212760	1376351	-	3498.4	1696	https://www.orthodb.org/v10?query=816at8782	mediator of RNA polymerase II transcription subunit 13-like
821at8782	Complete	ScYP8k35HRSCAF18ch5	26822223	27034785	-	3660.5	1953
825at8782	Complete	ScYP8k310HRSCAF43chZ	72923092	73058145	-	3660.9	1876
832at8782	Complete	ScYP8k312HRSCAF54ch1A	51800103	51929180	+	3558.4	1932	https://www.orthodb.org/v10?query=832at8782	receptor-type tyrosine-protein phosphatase zeta
841at8782	Complete	ScYP8k37HRSCAF29ch17	2703516	2724577	-	4261.0	2161
842at8782	Complete	ScYP8k3866HRSCAF1020ch3	21261748	21296749	-	4347.0	2607
844at8782	Complete	ScYP8k3629HRSCAF770ch2	59988474	60296296	+	3440.8	1949	https://www.orthodb.org/v10?query=844at8782	zinc finger protein 407
845at8782	Complete	ScYP8k313HRSCAF58ch1	114461	156113	+	3493.4	1844
846at8782	Complete	ScYP8k313HRSCAF58ch1	21731629	21794111	+	3819.8	2096
856at8782	Complete	ScYP8k39HRSCAF32ch6	2134414	2149312	-	3012.1	2152
862at8782	Complete	ScYP8k35HRSCAF18ch5	35400132	35497034	+	4080.3	1959	https://www.orthodb.org/v10?query=862at8782	pecanex-like protein 1
878at8782	Complete	ScYP8k36HRSCAF25ch19	2532378	2580543	-	4006.0	1857	https://www.orthodb.org/v10?query=878at8782	mediator of RNA polymerase II transcription subunit 13
883at8782	Complete	ScYP8k38HRSCAF31ch18	3548083	3598843	+	4097.1	2618
902at8782	Complete	ScYP8k34HRSCAF13ch7	24962602	25022854	-	3407.2	1622	https://www.orthodb.org/v10?query=902at8782	Phosphoinositide kinase, FYVE-type zinc finger containing
907at8782	Complete	ScYP8k32HRSCAF3ch10	10094926	10164027	+	3592.4	1727
909at8782	Complete	ScYP8k3629HRSCAF770ch2	151368373	151399930	+	4170.8	2147	https://www.orthodb.org/v10?query=909at8782	xin actin-binding repeat-containing protein 1
910at8782	Complete	ScYP8k3864HRSCAF1010ch15	5774193	5828139	+	3896.8	1828
911at8782	Complete	ScYP8k3866HRSCAF1020ch3	50676783	50761020	+	3987.6	1934
931at8782	Complete	ScYP8k313HRSCAF58ch1	4178978	4246613	+	3455.4	2096	https://www.orthodb.org/v10?query=931at8782	beta/gamma crystallin domain-containing protein 3
938at8782	Complete	ScYP8k3864HRSCAF1010ch15	5302542	5405839	-	3567.4	1750	https://www.orthodb.org/v10?query=938at8782	calcineurin-binding protein cabin-1
940at8782	Complete	ScYP8k3629HRSCAF770ch2	50351257	50420859	+	3524.1	1697
964at8782	Complete	ScYP8k37HRSCAF29ch17	8529692	8576523	+	3791.3	1989
968at8782	Complete	ScYP8k369HRSCAF175ch28	3317101	3351084	+	3224.9	1717
983at8782	Complete	ScYP8k34HRSCAF13ch7	6316991	6334096	+	3229.1	1566
985at8782	Complete	ScYP8k310HRSCAF43chZ	65255184	65390566	+	4186.6	2237
990at8782	Complete	ScYP8k39HRSCAF32ch6	32014302	32066503	+	2642.2	1379
995at8782	Complete	ScYP8k312HRSCAF54ch1A	26827505	26871110	+	3374.3	1662	https://www.orthodb.org/v10?query=995at8782	nuclear pore complex protein Nup205
1014at8782	Complete	ScYP8k3651HRSCAF793ch14	3169607	3207928	-	3125.1	1665	https://www.orthodb.org/v10?query=1014at8782	general transcription factor 3C polypeptide 1
1018at8782	Complete	ScYP8k35HRSCAF18ch5	14059094	14101536	+	3784.3	1815
1027at8782	Complete	ScYP8k3629HRSCAF770ch2	44328490	44426343	-	3246.9	1660
1037at8782	Complete	ScYP8k34HRSCAF13ch7	15659574	15668924	-	2876.9	1492
1053at8782	Complete	ScYP8k39HRSCAF32ch6	18266389	18326162	+	1513.2	1063
1086at8782	Complete	ScYP8k3866HRSCAF1020ch3	44999673	45035186	-	3452.6	1832	https://www.orthodb.org/v10?query=1086at8782	HEAT repeat-containing protein 1
1094at8782	Complete	ScYP8k3864HRSCAF1010ch15	3789542	3854891	-	3759.8	1847
1096at8782	Complete	ScYP8k313HRSCAF58ch1	27128268	27141347	-	3821.8	1936	https://www.orthodb.org/v10?query=1096at8782	basic helix-loop-helix domain-containing protein KIAA2018 homolog
1098at8782	Complete	ScYP8k3629HRSCAF770ch2	54654307	54710435	+	3688.7	2153
1107at8782	Complete	ScYP8k313HRSCAF58ch1	26079611	26111816	+	2857.2	1566	https://www.orthodb.org/v10?query=1107at8782	coagulation factor V
1137at8782	Complete	ScYP8k312HRSCAF54ch1A	31796810	31842196	+	3603.5	2135
1148at8782	Complete	ScYP8k3629HRSCAF770ch2	154959796	154996781	-	2541.6	1416	https://www.orthodb.org/v10?query=1148at8782	histone-lysine N-methyltransferase SETD2
1151at8782	Complete	ScYP8k3866HRSCAF1020ch3	832242	856359	+	2856.7	1554	https://www.orthodb.org/v10?query=1151at8782	anaphase-promoting complex subunit 1
1156at8782	Complete	ScYP8k369HRSCAF175ch28	3243855	3293948	-	2773.4	1421	https://www.orthodb.org/v10?query=1156at8782	C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
1160at8782	Complete	ScYP8k311HRSCAF50ch4	71831041	71846618	+	2782.4	1792	https://www.orthodb.org/v10?query=1160at8782	protein ZGRF1
1163at8782	Complete	ScYP8k3865HRSCAF1011ch20	5702232	5738061	-	3621.7	1956
1166at8782	Complete	ScYP8k35HRSCAF18ch5	39768863	39810456	-	3552.9	1742	https://www.orthodb.org/v10?query=1166at8782	cytoskeleton-associated protein 5
1172at8782	Complete	ScYP8k35HRSCAF18ch5	39825327	39907558	-	2921.8	1512
1177at8782	Complete	ScYP8k312HRSCAF54ch1A	544886	641861	+	3653.9	2109
1189at8782	Complete	ScYP8k311HRSCAF50ch4	49984042	50021044	+	2802.9	1559
1195at8782	Complete	ScYP8k35HRSCAF18ch5	14719860	14757077	+	3335.4	1603	https://www.orthodb.org/v10?query=1195at8782	endoribonuclease Dicer
1208at8782	Complete	ScYP8k37HRSCAF29ch17	4629686	4658482	-	3613.8	1924
1213at8782	Complete	ScYP8k3629HRSCAF770ch2	49075501	49135771	-	3172.8	1665
1222at8782	Complete	ScYP8k3865HRSCAF1011ch20	8545676	8558670	+	3185.8	1703
1227at8782	Complete	ScYP8k311HRSCAF50ch4	72392944	72505522	-	2914.6	1580
1228at8782	Complete	ScYP8k369HRSCAF175ch23	1426479	1489869	+	2994.7	1617
1229at8782	Complete	ScYP8k33HRSCAF8ch9	15391624	15442811	+	3709.7	1868
1235at8782	Complete	ScYP8k38HRSCAF31ch18	3344085	3410742	-	3229.1	1647
1243at8782	Complete	ScYP8k39HRSCAF32ch6	23350950	23447211	-	3420.8	1646
1253at8782	Complete	ScYP8k3866HRSCAF1020ch3	101322588	101377479	+	3138.8	1509	https://www.orthodb.org/v10?query=1253at8782	protein GREB1
1254at8782	Complete	ScYP8k369HRSCAF175ch23	2840787	2995208	-	2894.7	1529	https://www.orthodb.org/v10?query=1254at8782	zinc finger protein Rlf
1260at8782	Complete	ScYP8k36HRSCAF25ch19	4907415	4919034	-	3207.5	1522	https://www.orthodb.org/v10?query=1260at8782	WD repeat-containing protein 81
1267at8782	Complete	ScYP8k31HRSCAF1ch8	25391730	25444093	-	4339.7	2203
1276at8782	Complete	ScYP8k38HRSCAF31ch18	7366273	7388520	+	2933.4	1591	https://www.orthodb.org/v10?query=1276at8782	integrin beta-4
1292at8782	Complete	ScYP8k3866HRSCAF1020ch3	324424	418036	-	2865.4	1416
1306at8782	Complete	ScYP8k3865HRSCAF1011ch20	14881681	14929336	+	2699.5	1449
1322at8782	Complete	ScYP8k311HRSCAF50ch4	49453563	49474262	-	3140.6	1608
1332at8782	Complete	ScYP8k3870HRSCAF1029ch12	463015	531241	+	2369.4	1185	https://www.orthodb.org/v10?query=1332at8782	plexin-D1
1334at8782	Complete	ScYP8k3629HRSCAF770ch2	61130493	61216256	+	2521.1	1514
1336at8782	Complete	ScYP8k313HRSCAF58ch1	57929063	58097481	+	3191.9	1578	https://www.orthodb.org/v10?query=1336at8782	von Willebrand factor A domain-containing protein 8
1338at8782	Complete	ScYP8k3866HRSCAF1020ch3	25469143	25622882	-	3090.8	1689	https://www.orthodb.org/v10?query=1338at8782	thyroid adenoma-associated protein
1341at8782	Complete	ScYP8k311HRSCAF50ch4	22851871	22884461	+	3365.0	1516
1343at8782	Complete	ScYP8k3866HRSCAF1020ch3	88666504	88704547	-	2714.6	1779
1353at8782	Complete	ScYP8k34HRSCAF13ch7	1535394	1560688	-	3090.5	1927	https://www.orthodb.org/v10?query=1353at8782	telomere-associated protein RIF1
1358at8782	Complete	ScYP8k314HRSCAF84ch4A	18024945	18077772	+	3463.6	2149
1360at8782	Complete	ScYP8k34HRSCAF13ch7	10334393	10474409	+	3088.6	1678	https://www.orthodb.org/v10?query=1360at8782	myosin light chain kinase, smooth muscle isoform X1
1362at8782	Complete	ScYP8k34HRSCAF13ch7	19940627	20049871	+	2968.6	1486
1373at8782	Complete	ScYP8k310HRSCAF43chZ	22448630	22499318	+	3028.1	1531
1379at8782	Complete	ScYP8k3866HRSCAF1020ch3	988313	1029861	-	3261.7	1536	https://www.orthodb.org/v10?query=1379at8782	proteasome activator complex subunit 4
1380at8782	Complete	ScYP8k39HRSCAF32ch6	14947134	15004738	+	2728.4	1534
1384at8782	Complete	ScYP8k32HRSCAF3ch10	5390823	5414225	-	3494.8	2029
1385at8782	Complete	ScYP8k3629HRSCAF770ch2	99139826	99179634	-	2758.9	1755
1386at8782	Complete	ScYP8k31HRSCAF1ch8	27939946	27974037	-	4054.9	2082
1387at8782	Complete	ScYP8k313HRSCAF58ch1	27307469	27490130	-	2888.0	1847	https://www.orthodb.org/v10?query=1387at8782	sperm-associated antigen 17
1407at8782	Complete	ScYP8k39HRSCAF32ch6	15557066	15599252	+	3378.6	1616	https://www.orthodb.org/v10?query=1407at8782	TATA-binding protein-associated factor 172
1409at8782	Complete	ScYP8k32HRSCAF3ch10	14904450	15091716	+	2925.7	1480
1413at8782	Complete	ScYP8k3629HRSCAF770ch2	138518043	138702016	-	3091.5	1571	https://www.orthodb.org/v10?query=1413at8782	rho GTPase-activating protein 21
1418at8782	Complete	ScYP8k3869HRSCAF1023ch11	1298303	1330482	+	3274.4	1757	https://www.orthodb.org/v10?query=1418at8782	ankyrin repeat domain-containing protein 11
1422at8782	Complete	ScYP8k313HRSCAF58ch1	94579752	94845113	-	3321.1	1667
1428at8782	Complete	ScYP8k31HRSCAF1ch8	24877922	24905803	+	1125.2	927
1429at8782	Complete	ScYP8k3866HRSCAF1020ch3	68006916	68104089	+	3172.7	1597
1434at8782	Complete	ScYP8k313HRSCAF58ch1	116292257	116334340	-	2666.4	1663	https://www.orthodb.org/v10?query=1434at8782	E3 ubiquitin-protein ligase TTC3
1442at8782	Complete	ScYP8k34HRSCAF13ch7	16426203	16476061	-	2865.2	1420
1450at8782	Complete	ScYP8k38HRSCAF31ch18	7553036	7576657	-	3475.4	1784
1463at8782	Complete	ScYP8k313HRSCAF58ch1	43794408	43826840	-	2949.2	1671	https://www.orthodb.org/v10?query=1463at8782	exophilin-5
1469at8782	Complete	ScYP8k39HRSCAF32ch6	8372883	8419776	+	3117.6	1517
1481at8782	Complete	ScYP8k3866HRSCAF1020ch3	115908376	115946400	-	2854.4	1500
1489at8782	Complete	ScYP8k3866HRSCAF1020ch3	32928580	33212430	+	2681.8	1388	https://www.orthodb.org/v10?query=1489at8782	kinesin-like protein KIF26B
1490at8782	Complete	ScYP8k39HRSCAF32ch6	19634842	19734177	-	2925.7	1461
1500at8782	Complete	ScYP8k3651HRSCAF793ch14	16429734	16451044	+	3117.8	1517
1536at8782	Complete	ScYP8k311HRSCAF50ch4	30722228	30760438	+	3140.3	1706
1546at8782	Complete	ScYP8k3864HRSCAF1010ch15	4583257	4598687	-	3426.9	2012
